# Adapted from https://simplemaps.com/data/world-cities
Madison Heights;42.5073
Glan;5.8167
San Martín de Valdeiglesias;40.3640
Chirpan;42.1998
Fairmount;39.7931
Salvatierra;20.2156
Soe;-9.8667
Peters;40.2739
Sidmant al Jabal;29.0856
José de Freitas;-4.7558
Henderson;37.8397
Bni Sidel;35.1392
Englewood;39.8643
Gyula;46.6500
Tamarakulam;8.1325
Monticello Conte Otto;45.6000
Townsend;42.6671
Dalāwarpur;26.3466
Leh;34.1642
Buena Vista Tomatlán;19.2102
Rock Falls;41.7724
Gangelt;50.9831
Chí Linh;21.1330
Suttamalli;8.6987
Mogi Guaçu;-22.3719
Libourne;44.9200
Inowrocław;52.7931
Wilhelmshaven;53.5286
Nausori;-18.0244
Sahidganj;25.6627
Itaú de Minas;-20.7389
Leninogorsk;54.6000
Yingzhou Linchang;18.4199
Martinengo;45.5704
Árta;39.1650
Marsberg;51.4500
Laryak;61.1012
L’Isle-Adam;49.1111
Huyton;53.4111
Shoyna;67.8778
Quezalguaque;12.5078
Vargem Grande do Sul;-21.8319
Orangevale;38.6881
Khokri Kalān;30.8456
Pola;13.1439
Sanford;35.4875
Phalaborwa;-23.9333
Vanukūru;16.4406
Quepem;15.2200
Sussex;43.1346
Moisei;47.6561
Netrakona;24.8819
Lalmatie;-20.0184
Ţālkhvoncheh;32.2631
Sahamadio;-20.3000
Konakovo;56.7000
Meshkān;29.4769
Montville;40.9135
University Park;32.8506
Kurabalakota;13.6500
Oud-Turnhout;51.3167
Weinheim;49.5500
Devarapalle;17.0347
West Memphis;35.1530
Gosport;50.7948
Abū Şuwayr;30.5633
Vianópolis;-16.7419
Vila Pouca de Aguiar;41.5006
Pollensa;39.8772
Ponmana;8.3867
San Rafael;11.1728
Søgne;58.0942
Moriyama;35.0586
Sátiro Dias;-11.6000
Konstancin-Jeziorna;52.0833
Onondaga;42.9686
Ambaguio;16.5316
Kumano;34.3358
Balsas;-7.5328
Reinbek;53.5089
Swedru;5.5306
Dahbed;39.7636
Kivsharivka;49.6303
Zumaia;43.2972
Twinsburg;41.3220
Luduş;46.4778
Ataco;3.6000
Kysucké Nové Mesto;49.2983
Filottrano;43.4333
Yendi;9.4324
Carol Stream;41.9181
Elmina;5.0833
Ciudad de Melilla;35.2825
Wallenhorst;52.3500
Opfikon;47.4333
Dayin;38.9358
Jiantang;27.8205
Bradwell;52.0500
Pirayú;-25.4800
Jiquilisco;13.3167
Tullamore;53.2667
Sayula;19.8836
Nandipeta;18.9622
San Severo;41.6951
Antsahabe;-14.8000
Maïssade;19.1667
Tubod;9.5547
Moorhead;46.8673
Vétraz-Monthoux;46.1742
Vanderbijlpark;-26.6992
Bibbiena;43.7000
Tagum;7.4478
Aberdeen;45.4649
Lutayan;6.6000
Karonga;-9.9333
Zürich;47.3744
Ankilizato;-20.4000
Alexándreia;40.6333
Al Muḩarraq;26.2500
Barwāni;22.0300
Namysłów;51.0728
Washington;38.9047
Sivaslı;38.4833
Prior Lake;44.7246
Handsworth;53.3700
Vyazma;55.2107
Xaafuun;10.4167
Goshen;41.5743
Delicias;28.1931
Santa Anita;30.4500
Rājmahal;25.0500
Finsterwalde;51.6282
Moulins;46.5647
El Progreso;15.4000
Campobello di Licata;37.2500
Acerra;40.9500
Cajazeiras;-6.8900
Squamish;49.7017
Fuquay-Varina;35.5953
Dardenne Prairie;38.7565
Ramiriquí;5.4000
Stung Treng;13.5167
Los Álamos;-37.6272
Bargaon;25.3455
Bastrop;32.7748
Karungu;-0.8496
Bom Jesus da Lapa;-13.2550
Nainpur;22.4300
Garrison;39.4023
Hualien;23.9722
Rāgampet;18.6383
Bostonia;32.8189
Balyqshy;47.0667
Batroûn;34.2500
Fano;43.8333
Nova Gradiška;45.2500
Huseni;26.3768
Tsararivotra;-19.1714
Pakaryā Harsidhi;26.6526
Grantsville;40.6148
Mansa;-11.2000
Pasto;1.2078
Signal Hill;33.8030
Chihuahua;28.6353
Owings Mills;39.4115
Micco;27.8683
Yangiqo‘rg‘on;41.1872
San Angelo;31.4424
Maassluis;51.9333
Kanash;55.5069
Sharon;41.2340
Bridlington;54.0819
Dighāwāni;22.2061
Ponnai;13.1276
Jiangjiadong;24.4985
Qantīr;30.8000
Ganapavaram;16.7000
Rîşcani;47.9572
Guapó;-16.8308
